curve,tenor,pay_freq,daycount,par_coupon_%
BB,3M,Quarterly,Act/360,4.822993079663719
BB,3M,Quarterly,Act/365F,4.889979094659048
BB,3M,Quarterly,Act/Act ISDA,4.889979094659046
BB,3M,Quarterly,Act/Act AFB,4.889979094659048
BB,3M,Quarterly,30/360 Bond,4.930170703656246
BB,3M,Quarterly,30E/360,4.930170703656246
BB,3M,Quarterly,Act/Act ICMA,4.930170703656246
BB,6M,Monthly,Act/360,4.908009522936239
BB,6M,Monthly,Act/365F,4.976176321865909
BB,6M,Monthly,Act/Act ISDA,4.976176321865908
BB,6M,Monthly,Act/Act AFB,4.976176321865909
BB,6M,Monthly,30/360 Bond,4.989976643449732
BB,6M,Monthly,30E/360,4.989976643449732
BB,6M,Monthly,Act/Act ICMA,4.989976643449732
BB,6M,Quarterly,Act/360,4.928724439855302
BB,6M,Quarterly,Act/365F,4.9971789459644045
BB,6M,Quarterly,Act/Act ISDA,4.997178945964404
BB,6M,Quarterly,Act/Act AFB,4.9971789459644045
BB,6M,Quarterly,30/360 Bond,5.011043061990655
BB,6M,Quarterly,30E/360,5.011043061990655
BB,6M,Quarterly,Act/Act ICMA,5.011043061990655
BB,6M,Semiann,Act/360,4.960273053545676
BB,6M,Semiann,Act/365F,5.029165734844922
BB,6M,Semiann,Act/Act ISDA,5.029165734844922
BB,6M,Semiann,Act/Act AFB,5.029165734844922
BB,6M,Semiann,30/360 Bond,5.042944271104771
BB,6M,Semiann,30E/360,5.042944271104771
BB,6M,Semiann,Act/Act ICMA,5.042944271104771
BB,12M,Monthly,Act/360,4.912996489961518
BB,12M,Monthly,Act/365F,4.981232552322095
BB,12M,Monthly,Act/Act ISDA,4.981232552322095
BB,12M,Monthly,Act/Act AFB,4.981232552322095
BB,12M,Monthly,30/360 Bond,4.98149332621896
BB,12M,Monthly,30E/360,4.98149332621896
BB,12M,Monthly,Act/Act ICMA,4.981079383975509
BB,12M,Quarterly,Act/360,4.933511203665927
BB,12M,Quarterly,Act/365F,5.00203219260573
BB,12M,Quarterly,Act/Act ISDA,5.00203219260573
BB,12M,Quarterly,Act/Act AFB,5.00203219260573
BB,12M,Quarterly,30/360 Bond,5.002122179701432
BB,12M,Quarterly,30E/360,5.002122179701432
BB,12M,Quarterly,Act/Act ICMA,5.002122179701432
BB,12M,Semiann,Act/360,4.964589446828135
BB,12M,Semiann,Act/365F,5.03354207803408
BB,12M,Semiann,Act/Act ISDA,5.03354207803408
BB,12M,Semiann,Act/Act AFB,5.03354207803408
BB,12M,Semiann,30/360 Bond,5.033713146934708
BB,12M,Semiann,30E/360,5.033713146934708
BB,12M,Semiann,Act/Act ICMA,5.033713146934708
BB,12M,Annual,Act/360,5.027118639493564
BB,12M,Annual,Act/365F,5.096939731708751
BB,12M,Annual,Act/Act ISDA,5.096939731708751
BB,12M,Annual,Act/Act AFB,5.096939731708751
BB,12M,Annual,30/360 Bond,5.096939731708751
BB,12M,Annual,30E/360,5.096939731708751
BB,12M,Annual,Act/Act ICMA,5.096939731708751
BB,24M,Monthly,Act/360,5.038919308670168
BB,24M,Monthly,Act/365F,5.1089042990683655
BB,24M,Monthly,Act/Act ISDA,5.112229802035668
BB,24M,Monthly,Act/Act AFB,5.109456489434432
BB,24M,Monthly,30/360 Bond,5.115918812773102
BB,24M,Monthly,30E/360,5.115918812773102
BB,24M,Monthly,Act/Act ICMA,5.115576736816826
BB,24M,Quarterly,Act/360,5.0604951466534525
BB,24M,Quarterly,Act/365F,5.130779801468082
BB,24M,Quarterly,Act/Act ISDA,5.134119293236067
BB,24M,Quarterly,Act/Act AFB,5.132469527310597
BB,24M,Quarterly,30/360 Bond,5.137675382476035
BB,24M,Quarterly,30E/360,5.137675382476035
BB,24M,Quarterly,Act/Act ICMA,5.137675382476035
BB,24M,Semiann,Act/360,5.0931424473430535
BB,24M,Semiann,Act/365F,5.163880536889484
BB,24M,Semiann,Act/Act ISDA,5.167241235817115
BB,24M,Semiann,Act/Act AFB,5.167278395046768
BB,24M,Semiann,30/360 Bond,5.170861454897227
BB,24M,Semiann,30E/360,5.170861454897227
BB,24M,Semiann,Act/Act ICMA,5.170861454897227
BB,24M,Annual,Act/360,5.159050701501957
BB,24M,Annual,Act/365F,5.230704183467261
BB,24M,Annual,Act/Act ISDA,5.23415245304961
BB,24M,Annual,Act/Act AFB,5.237681628921979
BB,24M,Annual,30/360 Bond,5.237681628921979
BB,24M,Annual,30E/360,5.237681628921979
BB,24M,Annual,Act/Act ICMA,5.237681628921979
B,1M,Monthly,Act/360,5.467644110581572
B,1M,Monthly,Act/365F,5.543583612117428
B,1M,Monthly,Act/Act ISDA,5.543583612117428
B,1M,Monthly,Act/Act AFB,5.543583612117428
B,1M,Monthly,30/360 Bond,5.467644110581572
B,1M,Monthly,30E/360,5.467644110581572
B,1M,Monthly,Act/Act ICMA,5.467644110581572
B,3M,Monthly,Act/360,5.610407669103076
B,3M,Monthly,Act/365F,5.68832999784062
B,3M,Monthly,Act/Act ISDA,5.688329997840618
B,3M,Monthly,Act/Act AFB,5.68832999784062
B,3M,Monthly,30/360 Bond,5.735073626326077
B,3M,Monthly,30E/360,5.735073626326077
B,3M,Monthly,Act/Act ICMA,5.735073626326077
B,3M,Quarterly,Act/360,5.6376860623856775
B,3M,Quarterly,Act/365F,5.715987257696588
B,3M,Quarterly,Act/Act ISDA,5.715987257696586
B,3M,Quarterly,Act/Act AFB,5.715987257696588
B,3M,Quarterly,30/360 Bond,5.762967974883136
B,3M,Quarterly,30E/360,5.762967974883136
B,3M,Quarterly,Act/Act ICMA,5.762967974883136
B,6M,Monthly,Act/360,5.715421868840813
B,6M,Monthly,Act/365F,5.794802728130268
B,6M,Monthly,Act/Act ISDA,5.794802728130267
B,6M,Monthly,Act/Act AFB,5.794802728130268
B,6M,Monthly,30/360 Bond,5.8109043190748
B,6M,Monthly,30E/360,5.8109043190748
B,6M,Monthly,Act/Act ICMA,5.8109043190748
B,6M,Quarterly,Act/360,5.74346587897022
B,6M,Quarterly,Act/365F,5.823236238400361
B,6M,Quarterly,Act/Act ISDA,5.823236238400361
B,6M,Quarterly,Act/Act AFB,5.823236238400361
B,6M,Quarterly,30/360 Bond,5.839424578669042
B,6M,Quarterly,30E/360,5.839424578669042
B,6M,Quarterly,Act/Act ICMA,5.839424578669042
B,6M,Semiann,Act/360,5.786178208066864
B,6M,Semiann,Act/365F,5.866541794290014
B,6M,Semiann,Act/Act ISDA,5.866541794290014
B,6M,Semiann,Act/Act AFB,5.866541794290014
B,6M,Semiann,30/360 Bond,5.882614511534645
B,6M,Semiann,30E/360,5.882614511534645
B,6M,Semiann,Act/Act ICMA,5.882614511534645
B,12M,Monthly,Act/360,5.720496993273892
B,12M,Monthly,Act/365F,5.799948340402696
B,12M,Monthly,Act/Act ISDA,5.799948340402695
B,12M,Monthly,Act/Act AFB,5.799948340402696
B,12M,Monthly,30/360 Bond,5.800301161997014
B,12M,Monthly,30E/360,5.800301161997014
B,12M,Monthly,Act/Act ICMA,5.799741266137577
B,12M,Quarterly,Act/360,5.748295274192645
B,12M,Quarterly,Act/365F,5.828132708556431
B,12M,Quarterly,Act/Act ISDA,5.8281327085564305
B,12M,Quarterly,Act/Act AFB,5.828132708556431
B,12M,Quarterly,30/360 Bond,5.828254648632972
B,12M,Quarterly,30E/360,5.828254648632972
B,12M,Quarterly,Act/Act ICMA,5.828254648632972
B,12M,Semiann,Act/360,5.79044415958179
B,12M,Semiann,Act/365F,5.8708669951315375
B,12M,Semiann,Act/Act ISDA,5.8708669951315375
B,12M,Semiann,Act/Act AFB,5.8708669951315375
B,12M,Semiann,30/360 Bond,5.871099202343663
B,12M,Semiann,30E/360,5.871099202343663
B,12M,Semiann,Act/Act ICMA,5.871099202343663
B,12M,Annual,Act/360,5.875495640415384
B,12M,Annual,Act/365F,5.957099746532264
B,12M,Annual,Act/Act ISDA,5.957099746532264
B,12M,Annual,Act/Act AFB,5.957099746532264
B,12M,Annual,30/360 Bond,5.957099746532264
B,12M,Annual,30E/360,5.957099746532264
B,12M,Annual,Act/Act ICMA,5.957099746532264
B,24M,Monthly,Act/360,5.847520564382131
B,24M,Monthly,Act/365F,5.928736127776327
B,24M,Monthly,Act/Act ISDA,5.932571091416862
B,24M,Monthly,Act/Act AFB,5.9293731485653485
B,24M,Monthly,30/360 Bond,5.936879744443639
B,24M,Monthly,30E/360,5.936879744443639
B,24M,Monthly,Act/Act ICMA,5.936419221327662
B,24M,Quarterly,Act/360,5.876576280684107
B,24M,Quarterly,Act/365F,5.958195395693609
B,24M,Quarterly,Act/Act ISDA,5.962049116160516
B,24M,Quarterly,Act/Act AFB,5.960147372168958
B,24M,Quarterly,30/360 Bond,5.966179138683547
B,24M,Quarterly,30E/360,5.966179138683547
B,24M,Quarterly,Act/Act ICMA,5.966179138683547
B,24M,Semiann,Act/360,5.920587389170171
B,24M,Semiann,Act/365F,6.002817769575311
B,24M,Semiann,Act/Act ISDA,6.006699950134212
B,24M,Semiann,Act/Act AFB,6.0067428752063465
B,24M,Semiann,30/360 Bond,6.0109168578470715
B,24M,Semiann,30E/360,6.0109168578470715
B,24M,Semiann,Act/Act ICMA,6.0109168578470715
B,24M,Annual,Act/360,6.009661242606394
B,24M,Annual,Act/365F,6.093128759864816
B,24M,Annual,Act/Act ISDA,6.097128671052602
B,24M,Annual,Act/Act AFB,6.1012224086638245
B,24M,Annual,30/360 Bond,6.1012224086638245
B,24M,Annual,30E/360,6.1012224086638245
B,24M,Annual,Act/Act ICMA,6.1012224086638245
CCC,1M,Monthly,Act/360,9.643372193025689
CCC,1M,Monthly,Act/365F,9.777307917928821
CCC,1M,Monthly,Act/Act ISDA,9.777307917928821
CCC,1M,Monthly,Act/Act AFB,9.777307917928821
CCC,1M,Monthly,30/360 Bond,9.643372193025689
CCC,1M,Monthly,30E/360,9.643372193025689
CCC,1M,Monthly,Act/Act ICMA,9.643372193025689
CCC,3M,Monthly,Act/360,9.786927885641566
CCC,3M,Monthly,Act/365F,9.92285743960881
CCC,3M,Monthly,Act/Act ISDA,9.922857439608807
CCC,3M,Monthly,Act/Act AFB,9.92285743960881
CCC,3M,Monthly,30/360 Bond,10.004377966158804
CCC,3M,Monthly,30E/360,10.004377966158804
CCC,3M,Monthly,Act/Act ICMA,10.004377966158804
CCC,3M,Quarterly,Act/360,9.86947487478848
CCC,3M,Quarterly,Act/365F,10.006550914716096
CCC,3M,Quarterly,Act/Act ISDA,10.006550914716094
CCC,3M,Quarterly,Act/Act AFB,10.006550914716096
CCC,3M,Quarterly,30/360 Bond,10.088796538672668
CCC,3M,Quarterly,30E/360,10.088796538672668
CCC,3M,Quarterly,Act/Act ICMA,10.088796538672668
CCC,6M,Monthly,Act/360,9.891672631169685
CCC,6M,Monthly,Act/365F,10.029056973269263
CCC,6M,Monthly,Act/Act ISDA,10.02905697326926
CCC,6M,Monthly,Act/Act AFB,10.029056973269263
CCC,6M,Monthly,30/360 Bond,10.057199928104884
CCC,6M,Monthly,30E/360,10.057199928104884
CCC,6M,Monthly,Act/Act ICMA,10.057199928104884
CCC,6M,Quarterly,Act/360,9.975361636327232
CCC,6M,Quarterly,Act/365F,10.113908325720665
CCC,6M,Quarterly,Act/Act ISDA,10.113908325720665
CCC,6M,Quarterly,Act/Act AFB,10.113908325720665
CCC,6M,Quarterly,30/360 Bond,10.14231516689724
CCC,6M,Quarterly,30E/360,10.14231516689724
CCC,6M,Quarterly,Act/Act ICMA,10.14231516689724
CCC,6M,Semiann,Act/360,10.103207374089775
CCC,6M,Semiann,Act/365F,10.243529698729908
CCC,6M,Semiann,Act/Act ISDA,10.243529698729908
CCC,6M,Semiann,Act/Act AFB,10.243529698729908
CCC,6M,Semiann,30/360 Bond,10.271594163657936
CCC,6M,Semiann,30E/360,10.271594163657936
CCC,6M,Semiann,Act/Act ICMA,10.271594163657936
CCC,12M,Monthly,Act/360,9.897185342839192
CCC,12M,Monthly,Act/365F,10.034646250378627
CCC,12M,Monthly,Act/Act ISDA,10.034646250378625
CCC,12M,Monthly,Act/Act AFB,10.034646250378627
CCC,12M,Monthly,30/360 Bond,10.035698786931745
CCC,12M,Monthly,30E/360,10.035698786931745
CCC,12M,Monthly,Act/Act ICMA,10.034042428821849
CCC,12M,Quarterly,Act/360,9.98033643423103
CCC,12M,Quarterly,Act/365F,10.118952218039794
CCC,12M,Quarterly,Act/Act ISDA,10.118952218039794
CCC,12M,Quarterly,Act/Act AFB,10.118952218039794
CCC,12M,Quarterly,30/360 Bond,10.119322522067513
CCC,12M,Quarterly,30E/360,10.119322522067513
CCC,12M,Quarterly,Act/Act ICMA,10.119322522067513
CCC,12M,Semiann,Act/360,10.107068233662355
CCC,12M,Semiann,Act/365F,10.247444181352108
CCC,12M,Semiann,Act/Act ISDA,10.24744418135211
CCC,12M,Semiann,Act/Act AFB,10.247444181352108
CCC,12M,Semiann,30/360 Bond,10.248143864717738
CCC,12M,Semiann,30E/360,10.248143864717738
CCC,12M,Semiann,Act/Act ICMA,10.248143864717738
CCC,12M,Annual,Act/360,10.366099870355246
CCC,12M,Annual,Act/365F,10.510073479665735
CCC,12M,Annual,Act/Act ISDA,10.510073479665735
CCC,12M,Annual,Act/Act AFB,10.510073479665735
CCC,12M,Annual,30/360 Bond,10.510073479665735
CCC,12M,Annual,30E/360,10.510073479665735
CCC,12M,Annual,Act/Act ICMA,10.510073479665735
CCC,24M,Monthly,Act/360,10.029542365877765
CCC,24M,Monthly,Act/365F,10.168841565403849
CCC,24M,Monthly,Act/Act ISDA,10.175207082722148
CCC,24M,Monthly,Act/Act AFB,10.16990093360243
CCC,24M,Monthly,30/360 Bond,10.182845008804549
CCC,24M,Monthly,30E/360,10.182845008804549
CCC,24M,Monthly,Act/Act ICMA,10.1814946817838
CCC,24M,Quarterly,Act/360,10.115064376982053
CCC,24M,Quarterly,Act/365F,10.255551382217911
CCC,24M,Quarterly,Act/Act ISDA,10.261970597854987
CCC,24M,Quarterly,Act/Act AFB,10.258820535720012
CCC,24M,Quarterly,30/360 Bond,10.269088320129088
CCC,24M,Quarterly,30E/360,10.269088320129088
CCC,24M,Quarterly,Act/Act ICMA,10.269088320129088
CCC,24M,Semiann,Act/360,10.245338190480114
CCC,24M,Semiann,Act/365F,10.387634554236781
CCC,24M,Semiann,Act/Act ISDA,10.394135660773172
CCC,24M,Semiann,Act/Act AFB,10.394207541659846
CCC,24M,Semiann,30/360 Bond,10.40151107826216
CCC,24M,Semiann,30E/360,10.40151107826216
CCC,24M,Semiann,Act/Act ICMA,10.40151107826216
CCC,24M,Annual,Act/360,10.512146450249249
CCC,24M,Annual,Act/365F,10.658148484280488
CCC,24M,Annual,Act/Act ISDA,10.66499271386687
CCC,24M,Annual,Act/Act AFB,10.671997286817087
CCC,24M,Annual,30/360 Bond,10.671997286817087
CCC,24M,Annual,30E/360,10.671997286817087
CCC,24M,Annual,Act/Act ICMA,10.671997286817087
